Cote,Titre,Auteur,Lieu,Edition,Annee,Nb pages,Matiere,Inventaire
550.38/01,دراسات أخلاقية,"العوا, عادل",دمشق,المطبعة الجديدة,1983.0,416.0,الأخلاق,INV_BUA_3691
59/04 مكرر,الحيوانات والحضارة,"العوامي, عياد موسى",تونس,الدار العربية للكتاب,1977.0,146.0,علم الحيوانات,INV_BUA_3692
297.94/03,موقف الإسلام من نظرية ماركس للتفسير المادي للتاريخ,"العوايشة, أحمد",مكة المكرمة,دار مكة,1982.0,636.0,الإسلام والفكر الفلسفي : المادية التاريخية,INV_BUA_3693
297.94/03 مكرر,موقف الإسلام من نظرية ماركس للتفسير المادي للتاريخ,"العوايشة, أحمد",مكة المكرمة,دار مكة,1982.0,636.0,الإسلام والفكر الفلسفي : المادية التاريخية,INV_BUA_3694
343.2/07 ج1,دروس في العلم الجنائي: الجزء الأول: الجريمة والمجرم,"العوجي, مصطفى",بيروت,مؤسسة نوفل,1980.0,489.0,القانون الجنائي,INV_BUA_3695
343.2/07 ج2,دروس في العلم الجنائي: الجزء الثاني: التصدي للجريمة,"العوجي, مصطفى",بيروت,مؤسسة نوفل,1980.0,365.0,القانون الجنائي,INV_BUA_3696
659/08,وسائل الإعلام القديمة والحديثة,"العودات, حسين",دمشق,جامعة دمشق,1989.0,128.0,الإعلام,INV_BUA_3697
612.39/08,كيمياء وتحليل الأغدية: مبادئ تقنيات أجهزة التحليل الكيميائي,"العودة, كرم",دمشق,جامعة دمشق,1990.0,416.0,التغدية,INV_BUA_3698
614.7/02,المشكلات البيئة في الوطن العربي بعد تحرير الكويت,"العوضي, عبد الرحمن",الكويت,المعهد العربي للتخطيط بالكويت,1992.0,48.0,صحة البيئة,INV_BUA_3699
37/29,تدريس التاريخ بالوثائق التاريخية والتليفزيون التعليمي,"العوضي, عبد اللطيف محمد صالح",الكويت,مطبعة حكومة الكويت,1978.0,432.0,مناهج وطرق التدريس: التاريخ,INV_BUA_3700
37/29 مكرر,تدريس التاريخ بالوثائق التاريخية والتلفزيون التعليمي,"العوضي, عبد اللطيف محمد صالح",الكويت,مطبعة حكومة الكويت,1978.0,432.0,مناهج وطرق التدريس: التاريخ,INV_BUA_3701
382.1/02,المبادئ القانونية في صياغة عقود التجارة الدولية,"العوفي, صالح بن عبد الله بن عفاف",الرياض,مهعد الإدارة العامة,1998.0,457.0,التجارة,INV_BUA_3702
82.09/54,درجة الوعي في الكتابة: دراسات نقدية,"العوفي, نجيب",الدار البيضاء,دار النشر المغربية,1980.0,435.0,النقد الأدبي,INV_BUA_3703
82.091/47,جدل القراءة : ملاحظات في الإبداع المغربي المعاصر,"العوفي, نجيب",الدار البيضاء,دار النشر المغربية,1983.0,183.0,دراسة أدبية,INV_BUA_3704
82.091/47 مكرر,جدل القراءة : ملاحظات في الإبداع المغربي المعاصر,"العوفي, نجيب",الدار البيضاء,دار النشر المغربية,1980.0,183.0,دراسة أدبية,INV_BUA_3705
964/244,أعمال مجموعة الأبحاث في التاريخ الديني - 1 - : محطات في تاريخ المغرب الفكري والديني,"العيادي, محمد",الدار البيضاء,منشورات كلية الآداب والعلوم الانسانية,1996.0,393.0,تاريخ المغرب,INV_BUA_3706
019/20,اقتفاء الأثر بعد ذهاب أهل الأثر,"العياشي, أبو سالم",الدار البيضاء,منشورات كلية الآداب والعلوم الانسانية,1996.0,220.0,الفهارس,INV_BUA_3707
964/38,الرحلة العياشية: ماء الموائد. الجزء الأول,"العياشي, أبو سالم",الرباط,دار المغرب,1977.0,456.0,التاريخ المغربي,INV_BUA_3708
964/39,الرحلة العياشية: ماء الموائد. الجزء التاني,"العياشي, أبو قاسم",الرباط,دار المغرب,1977.0,440.0,التاريخ المغربي,INV_BUA_3709
801/35,في القول الشعري,"العيد, يمنى",الدار البيضاء,دار توبقال للنشر,1987.0,200.0,اللسانيات,INV_BUA_3710
297/163,عروبة الإسلام وعالميته,"العيسمي, شبلي",بغداد,دار الشؤون الثقافية العامة,1986.0,263.0,الإسلام,INV_BUA_3711
338.984/37,نحو تطوير النمادج التخطيطية في الوطن العربي,"العيسوي, إبراهيم",الكويت,المعهد العربي للتخطيط,1993.0,118.0,التخطيط الإقتصادي,INV_BUA_3712
338.984/38,حول مستقبل التخطيط في الأقطار العربية,"العيسوي, إبراهيم",الكويت,المعهد العربي للتخطيط,1994.0,28.0,الإقتصاد العالمي,INV_BUA_3713
377/02 مكرر2,التوجيه التربوي والمهني مع دراسة ميدانية,"العيسوي, عبد الرحمان",الرياض,مكتب التربية العربي لدول الخليج,1986.0,152.0,التكوين المهني,INV_BUA_3714
159.9:37/03,علم النفس في المجال التربوي,"العيسوي, عبد الرحمن",بيروت,دار العلوم العربية,1989.0,492.0,علم النفس التربوي,INV_BUA_3715
159.922/01,سيكولوجية الابداع: دراسة في تنمية السمات الإبداعية,"العيسوي, عبد الرحمن",بيروت,دار النهضة العربية,1983.0,179.0,علم النفس النمو: الإبداع,INV_BUA_3716
377/02,التوجيه التربوي والمهني: مع دراسة ميدانية,"العيسوي, عبد الرحمن",الرياض,مكتب التربية العربي لدول الخليج,1986.0,149.0,التربية والتعليم: التعليم المهني,INV_BUA_3717
377/02 مكرر,التوجيه التربوي والمهني مع دراسة ميدانية,"العيسوي, عبد الرحمن",الرياض,مكتب التربية العربي لدول الخليج,1986.0,152.0,التكوين المهني,INV_BUA_3718
342.7_297/01,الحريات العامة في الفكر والنظام السياسي في الاسلام (دراسة مقارنة),"العيلي, عبد الحكيم حسن",الكويت,دار الفكر العربي,1983.0,717.0,الحقوق الاساسية,INV_BUA_3719
930_927/04,عقد الجمان في تاريخ أهل الزمان,"العيني, بدر الدين",القاهرة,الزهراء للإعلام العربي,1989.0,685.0,علم التاريخ العربي,INV_BUA_3720
297.211/14,عمدة القارئ : شرح صحيح البخاري. المجلد الثاني عشر,"العيني, بدر الدين أبو محمد محمود بن أحمد",بيروت,دار الفكر,1983.0,800.0,حديث البخاري,INV_BUA_3721
297.211/05,عمدة القارئ: شرح صحيح البخاري,"العيني, بدر الدين أبي محمد محمود بن أحمد",بيروت,دار الفكر,1983.0,319.0,حديث البخاري,INV_BUA_3722
82.09/123,مناهج النقد الأدبي بالمغرب خلال القرن الثامن للهجرة.,"الغازي, علال.",الرباط.,كلية الآداب والعلوم الانسانية.,1999.0,759.0,النقد الأدبي.,INV_BUA_3723
1:297/58,البيهقي وموقفه من الإلهيات,"الغامدي, أحمد ابن عطية",المدينة,الجامعة الإسلامية بالمدينة المنورة,1982.0,351.0,فلسفة إسلامية,INV_BUA_3724
82-9/06,الجريمة والأدب,"الغامدي, علي صالح أحمد",جدة,الدار السعودية للنشر والتوزيع,1987.0,271.0,الأنواع الأدبية المختلفة,INV_BUA_3725
801/27,تشريح النص: مقاربات تشريحية لنصوص شعرية معاصرة,"الغذامي, عبد الله محمد",بيروت,دار الطليعة,1987.0,120.0,اللسانيات,INV_BUA_3726
37:297/06,الملامح التربوية عند الفرابي,"الغراري, حليمة",الرباط,منشورات المعهد التربوي الوطني,1982.0,26.0,تاريخ التربية والتعليم الإسلامي,INV_BUA_3727
964/28 ج1,الساقية الحمراء وادي الذهب,"الغربي, محمد",البيضاء,دار الكتاب,1983.0,408.0,تاريخ المغرب,INV_BUA_3728
961/07,موريطانيا ومشاغل المغرب الإفريقية,"الغربي, محمد أحمد",الرباط,غير محدد,1964.0,166.0,تاريخ شمال افريقيا,INV_BUA_3729
297.4/17,الحكم الشرعي بين النقل والعقل,"الغرياني, الصادق عبد الرحمن",بيروت,دار الغرب الإسلامي,1989.0,401.0,الفقه والشريعة,INV_BUA_3730
1:297/75,الحكم الشرعي بين النقل والعقل,"الغرياني, عبد الرحمن",بيروت,دار الغرب,1989.0,401.0,فلسفة إسلامية: العقل والنقل,INV_BUA_3731
342/04,القانون الدستوري والنظم السياسية,"الغزال, إسماعيل",بيروت,المؤسسة الجامعية,1987.0,411.0,القانون الدستوري,INV_BUA_3732
342.1/07,القانون الدستوري والنظم السياسية,"الغزال, اسماعيل",لبنان,المؤسسة الجامعية للدراسات,1982.0,488.0,القانون الدستوري,INV_BUA_3733
16_927/05,كتاب محك النظر في المنطق,"الغزالي, أبو حامد محمد",بيروت,دار النهضة الحديثة,1966.0,149.0,المنطق الإسلامي,INV_BUA_3734
297.90/06,المنقد من الضلال ومعه كيمياء السعادة والقواعد العشرة والأدب في الدين,"الغزالي, أبو حامد محمد",غير محدد,مكتب الجندي,1983.0,136.0,الحضارة والثقافة الإسلامية,INV_BUA_3735
32_927/03,التبر المسبوك في نصيحة الملوك المعروف بنصيحة الملوك,"الغزالي, أبو حامد محمد ابن محمد",بيروت,المؤسسة الجامعية للدراسات والنشر والتوزيع,1987.0,402.0,علوم سياسية,INV_BUA_3736
297.4/61,كتاب الأربعين في أصول الدين,"الغزالي, أبو حامد محمد بن محمد",بيروت,دار الآفاق الجديدة,1978.0,240.0,الفقه والشريعة,INV_BUA_3737
297.4/61 مكرر,كتاب الأربعين في أصول الدين,"الغزالي, أبو حامد محمد بن محمد",بيروت,دار الآفاق الجديدة,1978.0,240.0,الفقه والشريعة,INV_BUA_3738
297.41/01,المنخول من تعليقات الأصول,"الغزالي, أبو حامد محمد بن محمد",دمشق,دار الفكر,1980.0,540.0,أصول الفقه,INV_BUA_3739
297/17,معارج القدس في مدارج معرفة النفس,"الغزالي, أبو حامد محمد بن محمد",بيروت,دار الأفاق الجديدة,1978.0,207.0,الإسلام,INV_BUA_3740
297/28,الحكمة في مخلوقات الله,"الغزالي, أبو حامد محمد بن محمد",بيروت,دار إحياء العلوم,1978.0,113.0,الإسلام,INV_BUA_3741
297/33 ج1,إحياء علوم الدين,"الغزالي, أبو حامد محمد بن محمد",بيروت,دار المعرفة,1983.0,368.0,الإسلام,INV_BUA_3742
